PERMIT NUMBER,OWNER NAME,OPERATING NAME,BUSINESS NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type
CA-W-1664,"KLEIN FOODS, INC.",RODNEY STRONG VINEYARDS,RODNEY STRONG VINEYARDS,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.573224,-122.843896,1,rooftop
CA-W-21404,"KOBLER ESTATE, LLC.",,KOBLER ESTATE,107 W NORTH ST STE B,HEALDSBURG,CA,95448,SONOMA,38.611368,-122.875582,1,rooftop
CA-W-21153,"KOBLER ESTATE, LLC.",KOBLER ESTATE WINERY,KOBLER ESTATE WINERY,"25 HEALDSBURG AVE BLDG 20,21 & 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-20599,"KSSM, LLC",MICHEL SCHLUMBERGER,MICHEL SCHLUMBERGER,4155 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65753,-122.948859,1,rooftop
CA-W-308,L. FOPPIANO WINE CO.,L. FOPPIANO WINE CO,L. FOPPIANO WINE CO,12707 OLD REDWOOD HWY BLDG,HEALDSBURG,CA,95448,SONOMA,38.589653,-122.85111,1,rooftop
CA-W-1955,"LAMBERT BRIDGE WINERY, INC.",,LAMBERT BRIDGE WINERY,4085 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.646644,-122.927645,1,rooftop
CA-W-22462,"LANCASTER ESTATE VINEYARD & WINERY, LLC",LANCASTER ESTATE,LANCASTER ESTATE,15001 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.625559,-122.774095,1,rooftop
CA-W-17632,"LONGBOARD VINEYARDS, LLC",LONGBOARD VINEYARDS,LONGBOARD VINEYARDS,5 FITCH ST,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-16157,LORI ANN TELDESCHI & RAYMOND GENE TELDESCHI,DEL CARLO WINERY,DEL CARLO WINERY,9611 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.703412,-122.978512,1,rooftop
CA-W-15545,"LYTTON ROAD, LLC",MOJON'S BENCH,MOJON'S BENCH,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-21557,"M. DRAXTON, INC.",DRAXTON WINES,DRAXTON WINES,1431 A&B GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.61047,-122.86916,0.33,place
CA-W-2594,MADRONA PROPERTY COMPANY,STUHLMULLER VINEYARDS,STUHLMULLER VINEYARDS,4951 W SODA ROCK LN,HEALDSBURG,CA,95448,SONOMA,38.636701,-122.799099,1,rooftop
CA-W-22414,MANTRA WINE CELLARS,MANTRA WINE CELLARS,MANTRA WINE CELLARS,101 GRANT AVE UNIT H,HEALDSBURG,CA,95448,SONOMA,38.597917,-122.85281,1,rooftop
CA-W-2522,MARGARET J. WIERENGA,BROGAN CELLARS,BROGAN CELLARS,3232 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.651174,-122.919243,1,rooftop
CA-W-16082,"MARTORANA ENTERPRISES, LLC",,MARTORANA ENTERPRISES,5956 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.667855,-122.943615,1,rooftop
CA-W-23399,"MASTER THE WORLD, INC",MASTER THE WORLD,MASTER THE WORLD,12707 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.589653,-122.85111,1,rooftop
CA-W-21098,MATHEW HENRY GUSTAFSON,PAUL MATHEW COMPANY,PAUL MATHEW COMPANY,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-15939,"MATHY WINERY, LLC",DUTCHER CROSSING,DUTCHER CROSSING,8533 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.710551,-122.974727,0.8,rooftop
CA-W-3465,MAURITSON FAMILY WINERY,,MAURITSON FAMILY WINERY,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-15452,MAYO FAMILY WINERY,MAYO FAMILY WINERY,MAYO FAMILY WINERY,340 CENTER ST,HEALDSBURG,CA,95448,SONOMA,38.611981,-122.8696,1,rooftop
CA-W-3430,"MEDLOCK AMES VINTNERS, LLC",MEDLOCK AMES,MEDLOCK AMES,13414 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.60659,-122.758449,1,rooftop
CA-W-22426,"MENGLER FAMILY WINES, LLC",MENGLER FAMILY WINES,MENGLER FAMILY WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-2882,MICHAEL S. TALTY,TALTY WINERY,TALTY WINERY,7127 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.698018,-122.957955,1,rooftop
CA-W-926,MILL CREEK VINEYARDS,,MILL CREEK VINEYARDS,1401 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.598189,-122.884642,1,rooftop
CA-W-22296,"MORLEY WINERY, LLC",,MORLEY WINERY,435 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.609276,-122.889287,1,range_interpolation
CA-W-15257,"MOSHIN VINEYARDS, INC.",MOSHIN VINEYARDS,MOSHIN VINEYARDS,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-15503,"MOUNTS FAMILY WINES, INC.",MOUNTS FAMILY WINES,MOUNTS FAMILY WINES,3901 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.660051,-122.943863,1,rooftop
CA-W-16737,"MUNSELLE VINEYARDS, LLC",MUNSELLE VINEYARDS,MUNSELLE VINEYARDS,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-3481,"MUTT LYNCH WINERY, INC.",MUTT LYNCH,MUTT LYNCH,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-20085,"N&H WINES, LLC",TROUT STREET WINES,TROUT STREET WINES,"25 HEALDSBURG AVE BLDG 20,21,& 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-21488,"NAKEDWINES.COM, INC.",NAKEDWINES.COM,NAKEDWINES.COM,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-1768,"NALLE WINERY, INC.",NALLE WINERY,NALLE WINERY,2385 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.647706,-122.900768,1,rooftop
CA-W-22463,"NEXUS BRANDS, LLC",,NEXUS BRANDS,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-15738,NICKOLAI V. STEZ & ZINAIDA A. BOWER,WOODENHEAD VINTNERS,WOODENHEAD VINTNERS,3291 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.574671,-122.877232,1,rooftop
CA-W-17413,NORTH COAST VINEYARD SERVICES INC,SAPPHIRE HILL,SAPPHIRE HILL,51 FRONT ST SUITE A,HEALDSBURG,CA,95448,SONOMA,38.606095,-122.862067,1,rooftop
CA-W-21256,"OUSTERHOUT WINE, LLC",OUSTERHOUT WINE,OUSTERHOUT WINE,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-15326,"PAPAPIETRO AND PERRY, INC.",PAPAPIETRO PERRY WINERY,PAPAPIETRO PERRY WINERY,4791 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-21453,PARMESON FAMILY LLC,PARMESON WINES,PARMESON WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-3596,"PASSALACQUA WINE GROUP, INC",,"PASSALACQUA WINE GROUP, INC",3805 LAMBERT BRIDGE RD,HEALDSBURG,CA,95448,SONOMA,38.653632,-122.925648,1,rooftop
CA-W-21803,PERKINS & HARTER LLC,,PERKINS & HARTER,3491 W DRY CREEK ROAD RD,HEALDSBURG,CA,95448,SONOMA,38.643344,-122.917858,1,rooftop
CA-W-3196,PETER R. & MARYBETH SMIDERLE,MONICLAIRE,MONICLAIRE,1750 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.654832,-122.906878,1,rooftop
CA-W-2182,"PETERSON WINERY, LLC",PETERSON WINERY,PETERSON WINERY,4791 DRY CREEK RD #7,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-16620,PHILLIP RICHARD MARCUCCI JR AND CHERI LEE MARCUCCI,MARCUCCI FARMS,MARCUCCI FARMS,25 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-21757,PINES PARTNERS LLC,GREGORY JAMES WINES,GREGORY JAMES WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-15794,"PJK WINERY, LLC",QUIVIRA VINEYARDS,QUIVIRA VINEYARDS,4900 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65617,-122.937536,1,rooftop
CA-W-17456,"PORTER CREEK VINEYARDS, LLC",PORTER CREEK VINEYARDS,PORTER CREEK VINEYARDS,8757 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.522995,-122.887419,1,rooftop
CA-W-1732,"PRESTON VINEYARDS, INC.",PRESTON WINERY,PRESTON WINERY,9206 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.702788,-122.967758,1,rooftop
CA-W-3254,"QUOVIUS, INC.","SALERNO HEALDSBURG ESTATE WINERY, D.O.M.","SALERNO HEALDSBURG ESTATE WINERY, D.O.M.",1441 GROVE ST STE B,HEALDSBURG,CA,95448,SONOMA,38.63012,-122.877097,1,rooftop
CA-W-22981,"R FIVE WINES, LLC",R FIVE WINES,R FIVE WINES,1830 JAMESON RD,HEALDSBURG,CA,95448,SONOMA,38.62492,-122.913929,1,rooftop
CA-W-21844,"RALLY POINT WINES, LLC",RALLY POINT WINES,RALLY POINT WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611404,-122.875743,1,rooftop
CA-W-3248,"RAMEY WINE CELLARS, INC.",RAMEY WINE CELLARS,RAMEY WINE CELLARS,202 HAYDON ST,HEALDSBURG,CA,95448,SONOMA,38.608193,-122.867235,1,rooftop
CA-W-621,RANCHO SOTOYOME INCORPORATED,JOHNSON'S ALEXANDER VALLEY WINES,JOHNSON'S ALEXANDER VALLEY WINES,8333 STATE HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.652715,-122.801352,1,rooftop
CA-W-2770,RAYMOND E. & BONNIE E. GOEPFRICH,GOPFRICH,GOPFRICH,7564 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.687074,-122.955938,1,rooftop
CA-W-21461,"RB WINE ASSOCIATES, LLC",RACK & RIDDLE,RACK & RIDDLE,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-22976,REEVE WINES LLC,REEVE WINES,REEVE WINES,4551 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.67748,-122.921124,1,rooftop
CA-W-22859,"RICHARD S. GOETZ & COMPANY, INC.",RANCHO COYOTE VINEYARDS & WINERY,RANCHO COYOTE VINEYARDS & WINERY,"25 HEALDSBURG AVE BLDG 20,21 & 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-17250,RICHARD WAYNE SCHULTZ AND MICHELLE TINSLEY SCHULTZ,HARDWOOD CELLARS,HARDWOOD CELLARS,1401 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.598189,-122.884642,1,rooftop
CA-W-1882,"RIDGE VINEYARDS, INC.",RIDGE VINEYARDS,RIDGE VINEYARDS,650 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.659076,-122.885766,1,rooftop
CA-W-22203,"RIPE LIFE WINES, LLC",,RIPE LIFE WINES,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-22486,RNGN LLC,ROALD WINE COMPANY,ROALD WINE COMPANY,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-1055,ROBERT A. CUTTER & DEBORAH A. CUTTER,DUXOUP WINE WORKS,DUXOUP WINE WORKS,9611 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.703412,-122.978512,1,rooftop
CA-W-22496,ROMIE LLC,OLIVERA WINES,OLIVERA WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-15557,"RUED WINERY, INC.",RUED WINERY,RUED WINERY,3850 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.658317,-122.924533,1,rooftop
CA-W-23501,"SAINI - CHRISTIE WINES UNLIMITED, LLC",SAINI VINEYARDS,SAINI VINEYARDS,2503 & 2507 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.61047,-122.86916,0.33,place
CA-W-22531,"SAN LORENZO WINERY, LLC",,SAN LORENZO WINERY,404 CENTER ST,HEALDSBURG,CA,95448,SONOMA,38.612499,-122.869809,1,rooftop
CA-W-17210,"SAN LORENZO WINERY, LLC",SAN LORENZO WINERY,SAN LORENZO WINERY,3220 PASSALACQUA RD,HEALDSBURG,CA,95448,SONOMA,38.641176,-122.852638,1,rooftop
CA-W-21955,"SEAMUS WINES, LLC",SEAMUS WINES,SEAMUS WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-3165,"SELBY ENTERPRISES, INC.",SELBY WINERY,SELBY WINERY,"498 MOORE LN SUITE A, C",HEALDSBURG,CA,95448,SONOMA,38.613247,-122.875168,1,rooftop
CA-W-16553,SHIPPEY VINEYARDS LLC,SHIPPEY VINEYARDS,SHIPPEY VINEYARDS,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA,38.597917,-122.85281,1,rooftop
CA-W-22727,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,SILVER OAK WINE CELLARS,7300 HWY 128,HEALDSBURG,CA,95448,SONOMA,38.669734,-122.810319,1,range_interpolation
CA-W-22729,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,SILVER OAK WINE CELLARS,3004 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.578088,-122.876648,1,rooftop
CA-W-22737,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,SILVER OAK WINE CELLARS,120 FOSS CREEK CIR,HEALDSBURG,CA,95448,SONOMA,38.613614,-122.875905,1,rooftop
CA-W-21368,SLOAN FAMILY WINERY LLC,DUE RUSCELLI WINERY,DUE RUSCELLI WINERY,994 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.587816,-122.83119,1,range_interpolation
CA-W-22360,"SONOMA BEVERAGE WORKS, INC.",,SONOMA BEVERAGE WORKS,44 MILL ST UNIT E&F,HEALDSBURG,CA,95448,SONOMA,38.60736,-122.870765,1,rooftop
CA-W-21397,"SONOMA BEVERAGE WORKS, INC.",,SONOMA BEVERAGE WORKS,1451 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.630844,-122.87715,1,rooftop
CA-W-22183,"SPICY VINES, LLC",SPICY VINES,SPICY VINES,441 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.613267,-122.871903,1,rooftop
CA-W-20004,"STARK WINE COMPANY, LLC",STARK WINE,STARK WINE,441 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.613267,-122.871903,1,rooftop
CA-W-23226,"STONECUSHION, INC.",COYOTE SONOMA,COYOTE SONOMA,44 MILL ST UNIT F,HEALDSBURG,CA,95448,SONOMA,38.60736,-122.870765,1,rooftop
CA-W-15455,"STONECUSHION, INC.",MAZZOCCO WINERY,MAZZOCCO WINERY,1400 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.656543,-122.898006,1,rooftop
CA-W-17381,"STONECUSHION, INC.",SODA ROCK WINERY,SODA ROCK WINERY,8015 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.660687,-122.79984,1,rooftop
CA-W-16766,"STONECUSHION, INC.",MATRIX WINERY,MATRIX WINERY,3291 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.574671,-122.877232,1,rooftop
CA-W-17623,"STONECUSHION, INC.",PEZZI-KING,PEZZI-KING,3225 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.63988,-122.927024,1,rooftop
CA-W-23471,"SUTRO WINE CO., LLC",,SUTRO WINE CO.,13414 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.60659,-122.758449,1,rooftop
CA-W-23411,"TALTY WINERY, INC.",TALTY WINERY,TALTY WINERY,7127 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.698018,-122.957955,1,rooftop
CA-W-16729,"TANDEM WINES, LLC",,TANDEM WINES,4900 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65617,-122.937536,1,rooftop
CA-W-22179,"TBD CELLARS, LLC",BAILARIN CELLARS,BAILARIN CELLARS,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-22803,"TESSIER WINERY, LLC",,TESSIER WINERY,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-15909,THE MEEKER VINEYARD,,THE MEEKER VINEYARD,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-3135,"THE VINEYARDS OF PATRICIA & PETER LENZ, LTD.",SLAUGHTERHOUSE WINERY,SLAUGHTERHOUSE WINERY,280 CHIQUITA RD,HEALDSBURG,CA,95448,SONOMA,38.635953,-122.879124,1,rooftop
CA-W-17030,THOMAS RAYMOND SIMONEAU AND BRENDA LEE SIMONEAU,SIMONEAU VINEYARDS,SIMONEAU VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-21786,"THORN HILL VINEYARDS, INC.",,THORN HILL VINEYARDS,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-21157,THRALLS FAMILY WINE LLC,,THRALLS FAMILY WINE,51 FRONT ST,HEALDSBURG,CA,95448,SONOMA,38.606095,-122.862067,1,rooftop
CA-W-2759,"TOAD HOLLOW VINEYARDS, INC.",TOAD HOLLOW,TOAD HOLLOW,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.573224,-122.843896,1,rooftop
CA-W-23405,TOM YOUNG & JOHN MUSTO,DRIVE WINES,DRIVE WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-15744,"TRUST WINERY, LTD.",STEPHEN & WALKER,STEPHEN & WALKER,1500 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.632233,-122.876464,1,rooftop
CA-W-23108,TTG VENTURES LLC,FERREN,FERREN,7011 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.519098,-122.869142,1,range_interpolation
CA-W-21204,"TWO KINGS WINE COMPANY, LLC",CHRISTOPHER CREEK WINERY,CHRISTOPHER CREEK WINERY,641 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.58986,-122.837729,1,rooftop
CA-W-22365,"TWO WORLDS WINE COMPANY, LLC",INIZI WINES,INIZI WINES,5 FITCH ST,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-2434,"UNTI WINE COMPANY, LLC",,UNTI WINE COMPANY,4202 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.664001,-122.931724,1,rooftop
CA-W-21727,"V2 WINE GROUP, LLC",V2 WINE GROUP,V2 WINE GROUP,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-16336,VERITAS VENTURES LLC,VERITAS VENTURES,VERITAS VENTURES,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-16189,"VERSATILE VINES, LLC",BLAGDEN WINES,BLAGDEN WINES,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-22334,"VINEYARD OF D & G PASTERICK, LLC",VINEYARD OF PASTERICK,VINEYARD OF PASTERICK,3491 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.643344,-122.917858,1,rooftop
CA-W-23475,"VINTAGES, VINES AND WINE, LLC",CLARICE WINE COMPANY,CLARICE WINE COMPANY,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-16153,"VINTERNATIONAL IMPORTS, LTD.",CRU VIN DOGS WINE GROUP,CRU VIN DOGS WINE GROUP,4155 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65753,-122.948859,1,rooftop
CA-W-17439,"VISZLAY VINEYARDS, LLC",VISZLAY VINEYARDS,VISZLAY VINEYARDS,851 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.588685,-122.833478,1,rooftop
CA-W-23450,"VOLPERT VINEYARDS, LLC",,VOLPERT VINEYARDS,7011 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.519098,-122.869142,1,range_interpolation
CA-W-22720,WEST DRY CREEK ROAD PROPERTIES LLC,RAYMOND BURR VINEYARDS,RAYMOND BURR VINEYARDS,8339 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.692374,-122.966572,1,rooftop
CA-W-20130,"WEST WINES, LLC",,WEST WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-16449,"WESTSIDE WINERY, INC.",THOMAS GEORGE ESTATES,THOMAS GEORGE ESTATES,8075 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.522995,-122.878961,1,rooftop
CA-W-2799,"WHITE OAK VINEYARDS & WINERY, LLC",WHITE OAK VINEYARDS & WINERY,WHITE OAK VINEYARDS & WINERY,7431 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.667058,-122.807597,1,rooftop
CA-W-21630,WILLIAM JAMES WILLIAMSON,WILLIAMSON WINES,WILLIAMSON WINES,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-2430,"WILLIAMS & SELYEM, LLC",WILLIAMS & SELYEM,WILLIAMS & SELYEM,6575 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.529654,-122.870037,1,rooftop
CA-W-16429,"WINDACRE WEST, LLC",MERRIAM VINEYARDS,MERRIAM VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-23270,WINE RETRIEVER LLC,SCOUT & CELLAR,SCOUT & CELLAR,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-22854,WIRTH WINES & CO.,WIRTH WINES & CO.,WIRTH WINES & CO.,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-16258,WRH PARTNERS LLC,ALYSIAN WINES,ALYSIAN WINES,1337 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.627892,-122.876403,0.8,nearest_rooftop_match
CA-W-3622,"YOAKIM BRIDGE WINERY, LLC",YOAKIM BRIDGE WINERY,YOAKIM BRIDGE WINERY,7209 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.70192,-122.956252,1,rooftop
CA-W-21448,"ZERO LINK MARKETS, INC.",WINSTON WINERY,WINSTON WINERY,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-15559,"ZICHICHI FAMILY VINEYARD & WINERY, INC.",ZICHICHI FAMILY VINEYARD & WINERY,ZICHICHI FAMILY VINEYARD & WINERY,8626 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.696098,-122.964684,1,rooftop
CA-W-22957,ZO WINES LLC,ZO WINES,ZO WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-22401,ZO WINES LLC,,ZO WINES,3232 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.651174,-122.919243,1,rooftop
CA-W-15652,"VICINI ENTERPRISES, LLC",VICINI ENTERPRISES,VICINI ENTERPRISES,10295 WEST SIDE RD,HEALSBURG,CA,95448,SONOMA,38.61047,-122.86916,0.22,place
CA-W-16910,ARTHUR FICHTENBERG & ASSOCIATES,FICHTENBERG VINEYARDS,FICHTENBERG VINEYARDS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.401294,-122.53914,1,range_interpolation
CA-W-21827,"ARTISAN WINES OF CALIFORNIA, LLC",,ARTISAN WINES OF CALIFORNIA,233 ADOBE CANYON RD,KENWOOD,CA,95452,SONOMA,38.428609,-122.555274,1,rooftop
CA-W-3216,DEBORAH LEE MORTON,COLIN LEE VINEYARDS AND WINERY,COLIN LEE VINEYARDS AND WINERY,1189 LAWNDALE RD,KENWOOD,CA,95452,SONOMA,38.4187,-122.57646,1,rooftop
CA-W-15159,DEERFIELD RANCH WINERY LLC,DEERFIELD RANCH WINERY,DEERFIELD RANCH WINERY,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.401294,-122.53914,1,range_interpolation
CA-W-2571,"EB INVESTMENTS, LLC",EB WINERY,EB WINERY,625 WARM SPRINGS RD,KENWOOD,CA,95452,SONOMA,38.407742,-122.552651,1,rooftop
CA-W-16372,HAYWOOD WINE COMPANY,HAYWOOD WINERY,HAYWOOD WINERY,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.401294,-122.53914,1,range_interpolation
CA-W-16079,HENRY ROSARIO BELMONTE,VJB VINEYARDS & CELLARS,VJB VINEYARDS & CELLARS,7277 SONOMA HWY,KENWOOD,CA,95409,SONOMA,38.443076,-122.585029,1,rooftop
CA-W-20176,JUSTIN VINEYARDS & WINERY LLC,LANDMARK VINEYARDS,LANDMARK VINEYARDS,101 ADOBE CANYON RD,KENWOOD,CA,95452,SONOMA,38.426575,-122.556246,1,rooftop
CA-W-1759,"KUNDE ENTERPRISES, INC.",KUNDE FAMILY WINERY,KUNDE FAMILY WINERY,9825 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.410387,-122.539742,1,rooftop
CA-W-22826,LIFE IS SHORT! LLC,HAND OF GOD WINES,HAND OF GOD WINES,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.401294,-122.53914,1,range_interpolation
CA-W-15725,MUSCARDINI CELLARS LLC,MUSCARDINI CELLARS,MUSCARDINI CELLARS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.401294,-122.53914,1,range_interpolation
CA-W-23533,PERNOD RICARD KENWOOD HOLDING LLC,KENWOOD VINEYARDS,KENWOOD VINEYARDS,8555 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.423126,-122.554159,1,rooftop
